CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book
720154533,Existing Customer,53,F,4,Graduate,Unknown,Less than $40K,Blue,39
719123958,Attrited Customer,40,M,4,Unknown,Divorced,$60K - $80K,Blue,27
780942633,Existing Customer,49,M,4,High School,Married,Unknown,Blue,32
720034983,Existing Customer,26,M,0,Unknown,Unknown,Less than $40K,Silver,13
717307158,Existing Customer,48,F,3,Unknown,Single,Less than $40K,Blue,36
708876183,Existing Customer,51,M,1,High School,Single,$60K - $80K,Silver,43
712660308,Attrited Customer,44,F,1,High School,Single,Less than $40K,Blue,36
715958583,Existing Customer,56,F,2,High School,Married,Less than $40K,Blue,43
771546708,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,34
711252258,Existing Customer,54,F,1,High School,Single,Less than $40K,Blue,36
772585008,Existing Customer,48,F,4,High School,Married,Unknown,Blue,38
751143858,Existing Customer,59,F,1,High School,Single,Unknown,Blue,52
708824958,Existing Customer,50,F,4,High School,Single,Less than $40K,Blue,42
819612933,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,47
712804383,Existing Customer,56,F,0,College,Married,Less than $40K,Blue,38
790149483,Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,35
712121508,Existing Customer,43,M,3,Uneducated,Single,$60K - $80K,Blue,30
778853358,Existing Customer,59,F,0,College,Single,Less than $40K,Blue,40
716512383,Existing Customer,39,F,2,High School,Married,Less than $40K,Blue,36
823548858,Attrited Customer,53,F,4,Graduate,Married,Unknown,Blue,49
712144158,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,48
824560758,Attrited Customer,35,F,3,Graduate,Single,Less than $40K,Blue,31
757710783,Attrited Customer,36,F,1,Graduate,Married,Less than $40K,Blue,29
713081583,Existing Customer,51,F,4,Unknown,Married,Less than $40K,Blue,32
710481333,Attrited Customer,50,F,4,High School,Married,Less than $40K,Blue,36
721060083,Existing Customer,42,F,3,College,Married,Unknown,Blue,27
713759583,Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,36
717547383,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,32
711683358,Attrited Customer,46,F,3,High School,Unknown,Less than $40K,Blue,41
710044308,Existing Customer,40,F,4,Graduate,Single,$40K - $60K,Blue,27
713101383,Existing Customer,44,F,2,Unknown,Married,$40K - $60K,Blue,36
757685733,Existing Customer,43,F,2,Graduate,Single,Less than $40K,Blue,36
717823383,Existing Customer,56,M,4,Unknown,Married,$60K - $80K,Blue,47
796029483,Existing Customer,49,F,3,Graduate,Married,Less than $40K,Blue,43
710099358,Existing Customer,60,F,1,Unknown,Single,$40K - $60K,Blue,36
713872008,Existing Customer,49,F,1,High School,Married,Less than $40K,Blue,42
788802483,Existing Customer,47,F,3,Uneducated,Unknown,Less than $40K,Blue,29
817988433,Existing Customer,56,M,3,Unknown,Single,$60K - $80K,Blue,51
823554783,Existing Customer,44,F,3,College,Single,Unknown,Blue,40
710643183,Existing Customer,42,F,2,High School,Single,Less than $40K,Blue,23
779859558,Attrited Customer,54,F,3,High School,Married,Less than $40K,Blue,38
798238008,Existing Customer,36,F,2,Uneducated,Married,Less than $40K,Blue,30
811974483,Existing Customer,56,M,2,Graduate,Single,$40K - $60K,Blue,51
778471758,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,37
718513233,Existing Customer,59,M,2,Graduate,Single,$120K +,Blue,48
718147233,Existing Customer,44,F,1,High School,Married,$40K - $60K,Blue,31
713700258,Existing Customer,55,F,1,Post-Graduate,Married,Unknown,Blue,42
780670083,Attrited Customer,39,F,2,Unknown,Unknown,$40K - $60K,Blue,28
711438033,Existing Customer,57,F,1,Graduate,Married,Less than $40K,Blue,45
712253058,Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,40
713519508,Existing Customer,47,M,4,High School,Divorced,$60K - $80K,Blue,36
789992733,Existing Customer,50,F,1,Unknown,Unknown,Less than $40K,Blue,42
710110683,Existing Customer,52,M,2,College,Married,$60K - $80K,Blue,36
720260433,Existing Customer,46,F,3,High School,Married,$40K - $60K,Blue,34
714148758,Existing Customer,34,F,2,Post-Graduate,Married,Less than $40K,Blue,27
715522233,Existing Customer,45,F,3,Doctorate,Single,Less than $40K,Blue,27
712790358,Attrited Customer,39,F,3,Uneducated,Married,Unknown,Blue,30
714943233,Existing Customer,49,M,2,Doctorate,Married,$40K - $60K,Blue,31
789579033,Existing Customer,43,M,3,Graduate,Unknown,$40K - $60K,Blue,36
708952758,Existing Customer,41,F,3,College,Married,Less than $40K,Blue,35
721374033,Existing Customer,53,F,1,High School,Married,$40K - $60K,Blue,39
808891983,Existing Customer,42,F,5,Graduate,Unknown,Less than $40K,Blue,37
794516508,Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,24
714032883,Existing Customer,45,M,2,College,Unknown,$40K - $60K,Blue,36
778722033,Existing Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,28
823578483,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,40
715148658,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,43
709669533,Existing Customer,38,F,1,High School,Divorced,Less than $40K,Blue,30
787467858,Existing Customer,43,M,1,High School,Married,$80K - $120K,Silver,30
708671733,Existing Customer,48,M,4,Graduate,Married,$60K - $80K,Blue,36
709790058,Existing Customer,53,M,4,Graduate,Married,$120K +,Blue,40
712714008,Existing Customer,39,F,4,Unknown,Married,$40K - $60K,Blue,28
715191258,Existing Customer,47,F,5,Unknown,Married,Unknown,Blue,41
757722708,Existing Customer,42,M,3,College,Married,$60K - $80K,Blue,35
718086783,Existing Customer,50,M,5,Uneducated,Married,$120K +,Blue,36
815253708,Existing Customer,46,F,2,High School,Divorced,Less than $40K,Blue,41
715083633,Existing Customer,33,F,1,Uneducated,Married,Less than $40K,Blue,23
792098883,Existing Customer,37,M,2,Doctorate,Single,$120K +,Blue,31
711873858,Existing Customer,43,M,3,High School,Married,$60K - $80K,Blue,35
713931258,Attrited Customer,56,F,3,Graduate,Married,Less than $40K,Blue,45
787591008,Existing Customer,42,M,3,Uneducated,Divorced,$60K - $80K,Blue,34
801518958,Existing Customer,56,F,1,Graduate,Married,Unknown,Blue,50
713068833,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,32
710566533,Existing Customer,40,M,1,Unknown,Married,$60K - $80K,Blue,27
789151983,Existing Customer,43,F,4,Graduate,Unknown,$40K - $60K,Blue,31
766673433,Existing Customer,45,M,4,Unknown,Married,$80K - $120K,Blue,38
807589908,Existing Customer,47,F,5,Unknown,Married,Less than $40K,Blue,42
708190158,Attrited Customer,38,F,3,High School,Single,Less than $40K,Blue,26
784895358,Attrited Customer,49,F,1,Graduate,Married,Less than $40K,Blue,43
710090133,Existing Customer,62,F,1,College,Divorced,Less than $40K,Blue,51
799242033,Existing Customer,45,M,4,Doctorate,Married,$80K - $120K,Blue,39
719377383,Existing Customer,40,M,2,College,Single,$60K - $80K,Blue,28
710371683,Existing Customer,51,M,4,Doctorate,Married,$60K - $80K,Blue,36
719926683,Existing Customer,41,M,3,High School,Divorced,$60K - $80K,Blue,33
793597833,Existing Customer,49,F,0,Post-Graduate,Single,Less than $40K,Blue,43
713739708,Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,53
709389558,Existing Customer,33,F,4,College,Single,Less than $40K,Blue,36
811907583,Existing Customer,45,F,4,Uneducated,Single,Unknown,Blue,40
709087983,Existing Customer,35,F,3,Doctorate,Single,Less than $40K,Blue,27
712774908,Existing Customer,41,F,4,High School,Married,Less than $40K,Blue,29
820639908,Existing Customer,48,F,4,High School,Married,Unknown,Blue,44
713497983,Existing Customer,49,M,5,High School,Single,$60K - $80K,Blue,36
713489358,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,40
711381183,Existing Customer,51,F,2,Unknown,Married,$40K - $60K,Blue,36
814989933,Existing Customer,45,F,4,College,Unknown,Less than $40K,Blue,40
711847833,Existing Customer,42,F,2,Graduate,Single,Less than $40K,Blue,32
772837083,Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,32
713652783,Existing Customer,30,F,0,Unknown,Single,Less than $40K,Blue,36
719202708,Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,36
714566133,Existing Customer,60,F,2,Graduate,Married,Less than $40K,Blue,36
717553683,Existing Customer,52,F,1,Unknown,Married,Less than $40K,Blue,36
814987983,Existing Customer,37,F,2,College,Single,$40K - $60K,Blue,32
789588933,Existing Customer,44,M,2,Graduate,Married,$60K - $80K,Blue,37
714317058,Existing Customer,52,M,2,Graduate,Married,$60K - $80K,Blue,36
772271508,Attrited Customer,46,F,3,Uneducated,Single,Unknown,Blue,35
716366208,Existing Customer,45,F,2,Uneducated,Married,Unknown,Blue,36
710971908,Existing Customer,43,M,1,High School,Married,$60K - $80K,Blue,31
711412533,Attrited Customer,40,F,3,High School,Single,Less than $40K,Blue,35
720593583,Existing Customer,39,F,2,Doctorate,Divorced,Less than $40K,Blue,32
720165258,Existing Customer,44,F,2,High School,Unknown,Less than $40K,Blue,29
716147658,Existing Customer,49,F,2,Uneducated,Single,Unknown,Blue,40
778436283,Existing Customer,41,M,4,High School,Single,Less than $40K,Blue,21
711492258,Existing Customer,50,M,2,Graduate,Married,$60K - $80K,Blue,45
771106458,Existing Customer,54,F,4,College,Married,Less than $40K,Blue,41
713183508,Existing Customer,39,F,1,High School,Married,Unknown,Blue,36
710832108,Existing Customer,52,F,2,Unknown,Single,$40K - $60K,Blue,44
719940483,Existing Customer,51,F,1,Graduate,Married,$40K - $60K,Blue,43
715207458,Existing Customer,46,F,1,Unknown,Single,Less than $40K,Blue,39
716839983,Existing Customer,48,M,3,College,Married,$120K +,Blue,36
781073733,Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,41
757594083,Existing Customer,52,F,1,Unknown,Married,Unknown,Blue,45
764496708,Existing Customer,54,F,2,High School,Married,Unknown,Blue,47
714080433,Existing Customer,40,F,5,College,Married,$40K - $60K,Blue,36
757675158,Existing Customer,47,F,4,Post-Graduate,Divorced,$40K - $60K,Blue,40
715361433,Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,36
778191933,Attrited Customer,45,M,3,Uneducated,Single,$120K +,Blue,35
718792758,Existing Customer,35,F,4,Uneducated,Married,Unknown,Blue,25
709738008,Existing Customer,48,F,3,Unknown,Married,$40K - $60K,Blue,36
799020258,Existing Customer,44,M,2,Uneducated,Divorced,$60K - $80K,Blue,38
718152333,Attrited Customer,41,F,3,Doctorate,Single,Unknown,Blue,36
716324583,Existing Customer,42,F,4,Uneducated,Single,Unknown,Blue,36
720887058,Existing Customer,51,F,1,Unknown,Married,Unknown,Blue,35
714825408,Existing Customer,45,F,3,High School,Single,$40K - $60K,Blue,36
788620083,Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,41
719490108,Existing Customer,54,F,3,Graduate,Single,Less than $40K,Blue,36
709044183,Existing Customer,47,F,3,Unknown,Married,Unknown,Blue,27
756944133,Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,45
785285883,Attrited Customer,49,F,3,Graduate,Single,Less than $40K,Blue,43
779770683,Existing Customer,47,F,3,Uneducated,Divorced,$40K - $60K,Blue,36
718510983,Existing Customer,54,F,3,Unknown,Single,$40K - $60K,Blue,41
710322033,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,44
710560008,Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,33
711298458,Attrited Customer,39,F,3,Unknown,Married,Less than $40K,Blue,26
789164283,Existing Customer,55,F,0,Uneducated,Married,Less than $40K,Blue,44
715773783,Attrited Customer,44,F,2,Graduate,Single,$40K - $60K,Blue,35
779158533,Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,25
720463833,Existing Customer,42,M,5,Uneducated,Single,$60K - $80K,Blue,36
712747758,Attrited Customer,50,F,4,Uneducated,Single,Less than $40K,Blue,36
771067308,Existing Customer,38,F,3,High School,Single,$40K - $60K,Blue,25
750995508,Attrited Customer,41,M,3,Unknown,Single,$60K - $80K,Blue,32
716171358,Existing Customer,51,M,4,College,Married,$40K - $60K,Blue,36
794637333,Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Silver,25
718437033,Attrited Customer,46,M,2,Uneducated,Unknown,$60K - $80K,Blue,30
718492908,Existing Customer,38,F,3,College,Married,Less than $40K,Blue,36
716033508,Existing Customer,46,M,2,Graduate,Single,$60K - $80K,Blue,34
717603858,Existing Customer,54,M,3,College,Single,$40K - $60K,Blue,42
714741933,Existing Customer,42,M,4,Unknown,Married,$60K - $80K,Blue,32
716558283,Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,36
719022558,Existing Customer,49,F,4,Uneducated,Married,Less than $40K,Blue,38
717334233,Existing Customer,54,F,1,Uneducated,Single,$40K - $60K,Blue,43
709222008,Attrited Customer,41,M,3,Unknown,Single,$80K - $120K,Blue,32
719192808,Existing Customer,51,M,4,Graduate,Single,$120K +,Blue,36
719281533,Existing Customer,37,F,3,College,Married,Less than $40K,Blue,27
710877108,Existing Customer,44,F,1,High School,Divorced,Less than $40K,Blue,32
714155283,Existing Customer,46,F,2,Unknown,Married,Unknown,Blue,36
771214083,Existing Customer,45,M,2,High School,Unknown,$60K - $80K,Blue,32
770581983,Existing Customer,55,F,4,Graduate,Married,$40K - $60K,Blue,41
718742808,Attrited Customer,55,F,1,High School,Married,$40K - $60K,Blue,46
710257683,Existing Customer,50,M,3,Graduate,Single,$120K +,Blue,33
721426383,Attrited Customer,36,F,3,Unknown,Single,Less than $40K,Blue,36
721041483,Attrited Customer,45,M,4,Doctorate,Married,$60K - $80K,Blue,37
719922558,Existing Customer,45,F,5,Unknown,Divorced,$40K - $60K,Blue,33
715072533,Existing Customer,41,F,3,Unknown,Unknown,$40K - $60K,Blue,36
716214108,Existing Customer,44,M,4,Uneducated,Single,$60K - $80K,Blue,36
772216833,Existing Customer,47,F,5,Graduate,Single,Less than $40K,Blue,36
708553008,Existing Customer,38,F,1,High School,Single,$40K - $60K,Blue,36
778880358,Existing Customer,49,F,4,Graduate,Divorced,$40K - $60K,Blue,30
720258183,Existing Customer,39,F,4,Graduate,Single,$40K - $60K,Blue,25
720689583,Existing Customer,50,F,3,High School,Married,$40K - $60K,Blue,40
758168133,Existing Customer,50,F,0,High School,Married,$40K - $60K,Blue,43
716322783,Existing Customer,47,F,3,Unknown,Married,Less than $40K,Blue,37
711118083,Existing Customer,54,F,4,Graduate,Divorced,Less than $40K,Blue,43
709591533,Existing Customer,46,F,3,College,Divorced,Less than $40K,Blue,38
794556333,Existing Customer,43,F,2,Unknown,Single,Unknown,Blue,27
771630783,Existing Customer,42,F,3,High School,Married,Unknown,Blue,30
708672708,Existing Customer,49,M,4,High School,Unknown,$80K - $120K,Blue,31
715590258,Existing Customer,45,F,4,Uneducated,Single,$40K - $60K,Blue,36
714241083,Existing Customer,49,F,1,Graduate,Married,Unknown,Blue,39
708416433,Attrited Customer,41,F,1,High School,Single,Less than $40K,Blue,36
779183958,Attrited Customer,45,F,2,Graduate,Single,Less than $40K,Blue,33
709061658,Existing Customer,44,F,1,Graduate,Single,Less than $40K,Blue,31
717384183,Existing Customer,58,F,3,Graduate,Single,Less than $40K,Blue,53
778921908,Existing Customer,42,M,4,College,Single,$60K - $80K,Blue,23
714745608,Existing Customer,51,F,4,High School,Single,Less than $40K,Blue,33
709200633,Existing Customer,55,F,1,Graduate,Single,Unknown,Blue,49
714714558,Existing Customer,37,F,2,Uneducated,Single,$40K - $60K,Blue,27
801363633,Existing Customer,60,F,2,Graduate,Married,Unknown,Blue,54
778847808,Existing Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,23
713015433,Existing Customer,50,F,4,Unknown,Married,Less than $40K,Blue,36
711666708,Attrited Customer,52,F,2,High School,Married,Unknown,Blue,39
809631483,Existing Customer,42,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,37
808967883,Existing Customer,48,F,4,Unknown,Married,Less than $40K,Blue,43
710532258,Existing Customer,48,F,3,High School,Divorced,Less than $40K,Blue,36
812235108,Existing Customer,44,F,2,Graduate,Unknown,Less than $40K,Blue,39
817293258,Existing Customer,44,F,4,College,Married,$40K - $60K,Blue,27
714695883,Existing Customer,45,F,5,Uneducated,Unknown,Less than $40K,Blue,36
738062658,Existing Customer,57,M,3,Graduate,Single,$80K - $120K,Blue,50
709518858,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,38
819634233,Attrited Customer,46,F,2,Graduate,Unknown,Less than $40K,Blue,40
711272058,Existing Customer,40,F,4,Graduate,Married,Unknown,Blue,28
716262708,Existing Customer,51,F,2,College,Single,Less than $40K,Blue,36
708928008,Existing Customer,34,F,2,High School,Single,$40K - $60K,Blue,36
765755283,Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,41
711922158,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,45
773177358,Existing Customer,48,F,3,Graduate,Married,Unknown,Blue,41
779638983,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,30
708723858,Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,37
712184133,Existing Customer,41,F,5,Graduate,Married,Less than $40K,Blue,24
709948233,Existing Customer,47,F,3,Uneducated,Single,Unknown,Blue,35
709415583,Existing Customer,37,F,2,Unknown,Single,Less than $40K,Blue,21
714005508,Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,36
712407033,Existing Customer,26,F,0,Uneducated,Unknown,Unknown,Silver,13
716333283,Existing Customer,58,F,0,Unknown,Unknown,Less than $40K,Blue,52
715534083,Existing Customer,46,F,2,College,Single,Unknown,Blue,33
789492558,Existing Customer,49,F,2,College,Married,Less than $40K,Blue,40
770929383,Existing Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,28
708890133,Existing Customer,46,F,4,College,Married,Unknown,Blue,35
788595183,Existing Customer,42,M,2,Graduate,Single,$40K - $60K,Blue,36
713167383,Existing Customer,57,F,3,High School,Single,Less than $40K,Blue,46
717704433,Existing Customer,48,F,4,Unknown,Single,Unknown,Blue,37
718590183,Existing Customer,58,F,3,Doctorate,Married,Less than $40K,Blue,47
719019483,Existing Customer,46,F,2,College,Unknown,Less than $40K,Silver,36
710401458,Existing Customer,53,M,3,Unknown,Married,$80K - $120K,Blue,40
720783558,Existing Customer,58,F,1,Graduate,Married,Unknown,Blue,48
772364358,Existing Customer,54,F,2,High School,Unknown,Less than $40K,Blue,44
719868183,Attrited Customer,42,F,3,High School,Married,$40K - $60K,Blue,30
709388058,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,34
717004533,Existing Customer,35,F,3,High School,Married,Less than $40K,Blue,36
714969183,Existing Customer,46,F,2,Unknown,Married,Less than $40K,Blue,36
720837708,Existing Customer,42,F,3,College,Unknown,Less than $40K,Blue,28
759947433,Existing Customer,53,M,3,Graduate,Married,$120K +,Blue,46
767404083,Attrited Customer,52,M,2,Graduate,Single,$60K - $80K,Blue,45
781926633,Existing Customer,48,M,2,Uneducated,Married,$40K - $60K,Blue,42
772127508,Attrited Customer,31,F,1,Uneducated,Married,Less than $40K,Blue,20
720518283,Existing Customer,50,M,2,Post-Graduate,Single,$60K - $80K,Blue,36
715380483,Existing Customer,54,F,5,Unknown,Single,Less than $40K,Blue,49
789296133,Existing Customer,35,F,3,Doctorate,Single,Unknown,Blue,24
711029358,Existing Customer,41,F,4,Unknown,Single,Less than $40K,Blue,36
712615008,Existing Customer,46,M,2,Graduate,Unknown,$120K +,Blue,34
816826008,Existing Customer,41,M,4,Unknown,Married,Less than $40K,Blue,36
715488483,Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,36
717759783,Existing Customer,47,F,4,Unknown,Single,Unknown,Blue,34
796083783,Attrited Customer,55,F,2,College,Single,Unknown,Blue,49
709925733,Existing Customer,32,F,0,Unknown,Single,Less than $40K,Blue,22
715309083,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,36
778441533,Attrited Customer,45,F,4,High School,Single,Unknown,Blue,26
715891533,Existing Customer,45,F,4,Graduate,Unknown,Less than $40K,Blue,33
788848458,Existing Customer,40,F,5,Unknown,Married,$40K - $60K,Blue,24
708399858,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,35
711944733,Existing Customer,45,F,2,High School,Married,Less than $40K,Blue,36
712683633,Attrited Customer,32,F,0,Unknown,Married,Less than $40K,Blue,36
785487783,Existing Customer,59,F,1,Graduate,Single,$40K - $60K,Blue,53
718951683,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,35
718329183,Existing Customer,57,F,3,Graduate,Divorced,$40K - $60K,Blue,47
788960658,Existing Customer,42,F,2,Uneducated,Married,Less than $40K,Blue,28
713120433,Existing Customer,55,F,2,High School,Married,$40K - $60K,Blue,42
720980958,Existing Customer,43,F,5,Uneducated,Married,Less than $40K,Blue,30
709606158,Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,31
714168183,Existing Customer,48,F,2,Uneducated,Married,Unknown,Blue,38
712524858,Existing Customer,34,M,1,Graduate,Single,Less than $40K,Blue,28
815072283,Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,45
715980258,Existing Customer,36,F,1,Doctorate,Single,Less than $40K,Blue,25
788715483,Existing Customer,44,F,5,Graduate,Single,Less than $40K,Blue,28
809276808,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,42
708885558,Attrited Customer,56,F,1,High School,Single,Less than $40K,Blue,48
789373683,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,35
714216858,Existing Customer,35,F,2,Unknown,Single,Unknown,Blue,36
719150658,Attrited Customer,51,F,2,Graduate,Married,Unknown,Blue,34
712302783,Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,25
799717458,Existing Customer,42,F,3,Unknown,Married,Less than $40K,Blue,36
716354883,Attrited Customer,59,F,0,Graduate,Unknown,Unknown,Blue,49
719601708,Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,35
720150858,Attrited Customer,34,M,2,High School,Married,$80K - $120K,Blue,25
824915208,Existing Customer,44,F,3,Doctorate,Married,Unknown,Blue,40
798777708,Existing Customer,54,F,4,High School,Single,$40K - $60K,Blue,48
805229133,Existing Customer,46,M,3,Unknown,Unknown,$80K - $120K,Blue,41
716365233,Existing Customer,53,F,1,College,Married,Less than $40K,Blue,36
796544133,Existing Customer,54,M,1,College,Single,$120K +,Blue,48
778143183,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,40
717011958,Existing Customer,43,F,4,Graduate,Single,$40K - $60K,Blue,23
778264008,Existing Customer,41,F,3,College,Single,$40K - $60K,Blue,32
789507408,Existing Customer,48,F,3,College,Unknown,Unknown,Blue,40
788842008,Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,34
714742758,Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Blue,24
717742908,Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,36
712874433,Existing Customer,45,M,3,Unknown,Single,Less than $40K,Blue,36
711092658,Attrited Customer,39,F,3,Graduate,Married,Unknown,Blue,26
720299283,Existing Customer,46,M,3,Uneducated,Married,$60K - $80K,Blue,33
719237058,Existing Customer,39,M,2,Doctorate,Single,$60K - $80K,Blue,36
719671383,Existing Customer,40,F,3,Uneducated,Unknown,Less than $40K,Blue,30
788290383,Existing Customer,43,M,3,Doctorate,Single,$40K - $60K,Blue,35
779701983,Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,32
779247483,Attrited Customer,46,F,1,Uneducated,Unknown,Unknown,Blue,28
767093133,Existing Customer,52,F,2,Unknown,Married,Unknown,Blue,45
717979008,Existing Customer,48,F,3,Unknown,Single,Less than $40K,Blue,37
712132383,Existing Customer,44,M,4,College,Single,$80K - $120K,Blue,34
772306383,Attrited Customer,57,F,3,Unknown,Unknown,Less than $40K,Blue,43
714469008,Existing Customer,40,F,2,Unknown,Single,$40K - $60K,Blue,29
812446158,Existing Customer,54,F,3,Uneducated,Single,Less than $40K,Blue,49
779401233,Existing Customer,47,F,4,Uneducated,Single,$40K - $60K,Blue,36
784994883,Existing Customer,26,F,0,Unknown,Married,Less than $40K,Blue,20
721080183,Existing Customer,33,F,1,Graduate,Single,$40K - $60K,Blue,20
712572858,Existing Customer,38,M,3,High School,Single,$80K - $120K,Blue,29
719759733,Attrited Customer,59,F,0,Unknown,Single,$40K - $60K,Blue,52
780371433,Existing Customer,35,F,2,Graduate,Married,Unknown,Blue,25
822170733,Attrited Customer,45,F,4,College,Single,Less than $40K,Blue,41
708224133,Existing Customer,61,M,0,Uneducated,Single,$40K - $60K,Blue,49
719299533,Attrited Customer,55,F,1,Unknown,Unknown,Less than $40K,Blue,36
780633483,Existing Customer,58,F,0,Graduate,Married,$40K - $60K,Blue,47
771356508,Existing Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28
823629333,Existing Customer,42,M,4,Uneducated,Married,$40K - $60K,Blue,38
712961658,Existing Customer,45,F,4,Uneducated,Married,Less than $40K,Blue,32
710464683,Existing Customer,45,F,3,Post-Graduate,Married,Less than $40K,Blue,32
716688183,Attrited Customer,51,F,1,High School,Married,Less than $40K,Blue,43
789082758,Existing Customer,40,F,2,High School,Married,Less than $40K,Blue,28
709140858,Existing Customer,57,F,2,College,Single,Less than $40K,Blue,47
822127008,Existing Customer,50,F,1,Post-Graduate,Married,Unknown,Blue,46
720496158,Existing Customer,53,M,0,Unknown,Single,$60K - $80K,Blue,42
774588633,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,39
788465583,Existing Customer,42,F,3,College,Single,$40K - $60K,Blue,35
741517458,Attrited Customer,49,F,4,Graduate,Married,Less than $40K,Blue,42
709935708,Existing Customer,55,F,1,Unknown,Married,$40K - $60K,Blue,43
721112508,Existing Customer,48,F,3,Graduate,Married,Less than $40K,Blue,40
720734583,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,32
772286658,Attrited Customer,63,M,1,Graduate,Single,$60K - $80K,Blue,52
807149058,Existing Customer,48,F,5,Unknown,Married,Less than $40K,Blue,43
771045708,Attrited Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28
711733308,Existing Customer,45,F,2,Uneducated,Single,Less than $40K,Blue,36
710518308,Existing Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,35
716586408,Existing Customer,48,F,3,Graduate,Unknown,Less than $40K,Blue,36
713152383,Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,27
771935283,Existing Customer,47,F,4,Graduate,Single,$40K - $60K,Blue,36
720460083,Attrited Customer,45,F,4,Unknown,Single,Unknown,Gold,27
825838908,Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,35
709082808,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36
710937783,Existing Customer,53,F,0,Uneducated,Married,$40K - $60K,Blue,40
789540108,Existing Customer,29,F,1,Uneducated,Married,Less than $40K,Blue,21
709824633,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,35
717874533,Attrited Customer,46,M,2,High School,Single,$40K - $60K,Blue,36
712571883,Existing Customer,40,M,3,Graduate,Divorced,Less than $40K,Silver,36
716926758,Existing Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,27
716181858,Existing Customer,42,F,2,Uneducated,Married,$40K - $60K,Blue,29
779613933,Existing Customer,38,F,4,Uneducated,Married,Less than $40K,Blue,27
712136058,Attrited Customer,54,F,2,College,Single,Unknown,Blue,36
709678608,Existing Customer,49,M,4,High School,Married,$80K - $120K,Blue,36
714276408,Attrited Customer,52,F,3,Uneducated,Single,$40K - $60K,Blue,36
719953383,Existing Customer,38,F,4,College,Single,Less than $40K,Blue,27
