CLIENTNUM,Attrited Customer,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
710475408,Attrited Customer,33,M,3,High School,Married,$60K - $80K,Blue,25,5,2,2,14918,2028,12890,1.342,2171,35,1.059,0.136,0.00011482,0.99989
708971583,Attrited Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,29,3,3,2,3590,1924,1666,0.573,1472,37,0.762,0.536,0.00018494,0.99982
714547458,Attrited Customer,65,M,0,Graduate,Married,$40K - $60K,Blue,56,3,3,2,2297,0,2297,0.511,1941,51,0.417,0,0.00015435,0.99985
827631483,Attrited Customer,57,M,1,High School,Married,$80K - $120K,Blue,53,3,2,4,25058,1710,23348,0.613,2053,55,0.528,0.068,0.00029799,0.9997
711159108,Attrited Customer,58,F,0,High School,Married,Less than $40K,Blue,36,3,2,2,7418,396,7022,0.826,911,26,1,0.053,0.98958,0.01042
789262683,Attrited Customer,60,M,1,Unknown,Divorced,$40K - $60K,Blue,49,4,3,2,3012,0,3012,0.538,1315,23,0.278,0,0.00018558,0.99981
712940508,Attrited Customer,39,M,3,Unknown,Single,$40K - $60K,Blue,24,3,1,4,4562,1721,2841,0.896,1896,50,1.5,0.377,0.00018025,0.99982
789733008,Attrited Customer,39,F,2,High School,Married,Unknown,Blue,27,6,2,2,10723,1529,9194,1.426,2938,63,0.703,0.143,0.00011065,0.99989
714703158,Attrited Customer,39,F,2,High School,Married,Less than $40K,Blue,36,6,2,3,1578,760,818,0.709,2017,43,0.955,0.482,0.0001861,0.99981
710255208,Attrited Customer,60,M,0,Uneducated,Married,Less than $40K,Blue,49,4,2,4,2094,1560,534,0.537,1969,41,0.367,0.745,0.00028814,0.99971
779236083,Attrited Customer,37,F,3,High School,Married,Less than $40K,Blue,19,5,1,3,4138,0,4138,1.168,2420,50,0.613,0,9.34E-05,0.99991
713438358,Attrited Customer,41,F,4,Graduate,Married,Unknown,Blue,30,3,1,2,5417,1904,3513,0.496,1768,56,0.556,0.351,5.78E-05,0.99994
715973583,Attrited Customer,56,M,3,Uneducated,Married,$120K +,Blue,36,6,3,3,34516,1047,33469,0.61,1378,30,0.429,0.03,0.00032275,0.99968
794113758,Attrited Customer,60,M,0,High School,Married,$60K - $80K,Blue,54,6,1,2,9592,1968,7624,0.61,1821,55,0.447,0.205,4.59E-05,0.99995
709452633,Attrited Customer,56,F,4,High School,Single,Less than $40K,Blue,36,3,1,3,8881,2145,6736,0.705,2027,49,0.815,0.242,9.44E-05,0.99991
788210583,Attrited Customer,62,M,0,College,Married,$40K - $60K,Blue,54,3,3,4,1438.3,0,1438.3,0.795,1843,49,0.581,0,0.00043053,0.99957
717784983,Attrited Customer,41,F,2,Uneducated,Married,Less than $40K,Blue,33,3,3,3,3893,1157,2736,1.169,1536,39,0.773,0.297,0.00031104,0.99969
786557358,Attrited Customer,44,F,1,Unknown,Married,Less than $40K,Blue,38,5,2,4,3242,799,2443,0.459,1424,37,0.028,0.246,0.00033692,0.99966
768460908,Attrited Customer,59,M,1,Graduate,Single,$40K - $60K,Blue,53,3,3,3,6035,1392,4643,0.361,1551,32,0.6,0.231,0.00028395,0.99972
718899708,Attrited Customer,55,F,1,College,Married,Unknown,Blue,36,6,3,2,17642,1846,15796,0.72,2148,54,0.862,0.105,0.00016415,0.99984
714697533,Attrited Customer,26,M,1,High School,Single,$60K - $80K,Blue,15,6,3,3,4327,0,4327,0.624,2344,48,0.297,0,0.00027604,0.99972
713206683,Attrited Customer,40,M,4,Graduate,Single,$80K - $120K,Silver,22,3,1,3,34516,0,34516,0.64,1028,26,0.3,0,0.98874,0.01126
708679383,Attrited Customer,44,F,2,Unknown,Unknown,Less than $40K,Blue,32,5,1,3,4852,1777,3075,0.667,1775,55,1.037,0.366,0.00010183,0.9999
713067033,Attrited Customer,37,M,2,Uneducated,Single,Unknown,Blue,28,5,3,3,7147,1424,5723,0.821,2539,50,1.273,0.199,0.00031104,0.99969
789314133,Attrited Customer,37,M,1,High School,Married,$60K - $80K,Blue,27,6,3,3,10320,1799,8521,0.75,1754,45,0.5,0.174,0.00027604,0.99972
713956308,Attrited Customer,65,F,0,Graduate,Married,Less than $40K,Blue,49,4,2,2,3297,2297,1000,0.744,1894,56,0.556,0.697,9.77E-05,0.9999
711595833,Attrited Customer,46,M,3,College,Married,$60K - $80K,Blue,36,5,2,2,9981,807,9174,0.655,1456,30,0.667,0.081,0.00011483,0.99989
779521533,Attrited Customer,53,M,2,High School,Married,$120K +,Blue,36,5,3,3,3329,1092,2237,1.466,1978,33,0.833,0.328,0.00029408,0.99971
715225458,Attrited Customer,56,F,1,Uneducated,Married,Less than $40K,Blue,36,6,3,4,5991,1993,3998,0.673,1867,53,0.767,0.333,0.000498,0.9995
716487408,Attrited Customer,48,M,3,Graduate,Married,$40K - $60K,Blue,30,3,1,3,3235,2517,718,1.091,1637,43,0.87,0.778,9.61E-05,0.9999
719338383,Attrited Customer,34,M,2,High School,Married,$120K +,Blue,21,3,3,3,6259,1063,5196,0.668,1836,50,0.515,0.17,0.00029408,0.99971
710523333,Attrited Customer,65,M,0,Graduate,Married,Less than $40K,Blue,56,6,3,2,2541,1616,925,0.417,1416,27,0.588,0.636,0.00015435,0.99985
787489083,Attrited Customer,55,M,4,Post-Graduate,Married,$80K - $120K,Blue,43,6,2,4,21351,2517,18834,0.818,1887,32,0.882,0.118,0.00040297,0.9996
720747633,Attrited Customer,32,M,1,Unknown,Married,$40K - $60K,Blue,36,3,2,4,8998,1471,7527,0.844,1931,48,0.371,0.163,0.00033692,0.99966
779480658,Attrited Customer,58,F,4,Graduate,Married,Unknown,Blue,42,3,3,4,10247,1600,8647,0.63,1754,44,0.692,0.156,0.00054115,0.99946
711498258,Attrited Customer,54,M,3,High School,Married,$120K +,Blue,42,6,3,2,20311,1655,18656,0.431,1266,34,0.308,0.081,0.00018145,0.99982
709316433,Attrited Customer,52,M,2,High School,Single,$60K - $80K,Silver,33,6,1,4,33182,1997,31185,0.755,1630,43,0.87,0.06,0.00013882,0.99986
778734108,Attrited Customer,36,M,3,Uneducated,Married,$60K - $80K,Blue,16,4,5,4,1686,1252,434,0.575,1758,42,1.1,0.743,0.00061486,0.99939
778388358,Attrited Customer,56,M,3,Graduate,Single,$60K - $80K,Blue,36,2,2,3,4742,855,3887,0.635,870,24,0.5,0.18,0.99499,0.00501
716773533,Attrited Customer,33,M,3,Graduate,Married,$60K - $80K,Blue,36,5,1,3,1726,1215,511,1.175,1712,48,0.548,0.704,9.61E-05,0.9999
822130683,Attrited Customer,61,M,0,Graduate,Married,$80K - $120K,Blue,56,4,2,4,8420,1389,7031,0.522,1114,34,0.545,0.165,0.00028024,0.99972
717268458,Attrited Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,49,4,3,4,3352,1713,1639,0.657,1952,50,0.667,0.511,0.00044282,0.99956
827888433,Attrited Customer,43,M,4,Uneducated,Single,$40K - $60K,Blue,39,5,2,2,6648,2242,4406,0.79,2089,60,0.579,0.337,0.00012274,0.99988
716522583,Attrited Customer,48,F,3,College,Divorced,Less than $40K,Blue,36,4,3,3,2335,1845,490,0.537,1362,33,0.269,0.79,0.00030519,0.99969
789415983,Attrited Customer,36,M,3,Graduate,Married,$60K - $80K,Blue,27,4,3,2,12397,1001,11396,0.756,1888,42,0.448,0.081,0.00018665,0.99981
719819958,Attrited Customer,34,M,2,Uneducated,Married,$40K - $60K,Blue,26,5,1,4,1438.3,708,730.3,1.212,2243,43,0.483,0.492,0.00016249,0.99984
769579608,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,46,3,6,4,2240,1601,639,0.833,3795,70,0.75,0.715,0.00038238,0.99962
772353408,Attrited Customer,43,F,5,Unknown,Single,$40K - $60K,Blue,33,4,3,4,5330,1161,4169,0.558,1441,43,0.387,0.218,0.00058553,0.99941
716615583,Attrited Customer,61,F,1,High School,Married,Less than $40K,Blue,51,3,3,3,1795,794,1001,0.953,1834,59,1.107,0.442,0.00027604,0.99972
781131483,Attrited Customer,55,M,2,High School,Married,$80K - $120K,Blue,47,3,1,4,5741,1894,3847,1.111,2170,51,0.962,0.33,0.00015363,0.99985
719101908,Attrited Customer,51,F,1,Graduate,Married,Unknown,Blue,39,4,3,3,2002,1248,754,0.502,1585,40,0.905,0.623,0.00028395,0.99972
720521808,Attrited Customer,38,M,1,Graduate,Single,$80K - $120K,Blue,19,6,3,2,25662,1515,24147,0.556,1484,36,0.636,0.059,0.00016883,0.99983
718136283,Attrited Customer,52,M,2,Uneducated,Single,$80K - $120K,Blue,36,3,1,4,22103,1515,20588,0.506,1541,29,0.318,0.069,0.00016249,0.99984
778855383,Attrited Customer,36,F,5,High School,Married,Less than $40K,Blue,17,3,1,3,1438.3,0,1438.3,1.028,1975,40,0.6,0,9.30E-05,0.99991
779722308,Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,30,5,2,2,12355,0,12355,0.912,1044,28,0.273,0,0.99137,0.00863
818926833,Attrited Customer,34,F,3,College,Married,$40K - $60K,Blue,29,4,1,2,2000,0,2000,0.782,1944,42,0.75,0,5.56E-05,0.99994
721217283,Attrited Customer,27,M,0,Graduate,Single,$120K +,Blue,17,6,2,2,8713,1354,7359,0.558,2094,36,0.333,0.155,9.77E-05,0.9999
717167283,Attrited Customer,49,F,5,Unknown,Divorced,Less than $40K,Blue,36,4,1,4,9165,0,9165,0.597,1846,56,0.647,0,0.00017934,0.99982
713371233,Attrited Customer,43,F,1,Graduate,Married,Less than $40K,Silver,31,5,1,2,11583,631,10952,0.714,3320,55,0.774,0.054,4.67E-05,0.99995
778426608,Attrited Customer,52,M,4,Graduate,Married,$80K - $120K,Blue,32,4,3,3,1438.3,702,736.3,0.805,1805,53,0.606,0.488,0.00031726,0.99968
713823033,Attrited Customer,31,F,2,Unknown,Married,Unknown,Blue,20,3,1,2,8149,0,8149,0.331,808,30,0.111,0,0.98375,0.01625
787515333,Attrited Customer,40,M,3,Uneducated,Married,$80K - $120K,Blue,29,3,2,3,3616,1151,2465,0.687,820,21,0.75,0.318,0.99513,0.00487126
710944608,Attrited Customer,39,M,3,Graduate,Unknown,$80K - $120K,Blue,31,6,2,4,8434,2222,6212,0.691,1414,27,0.929,0.263,0.00033886,0.99966
718444233,Attrited Customer,45,M,3,Graduate,Married,$60K - $80K,Blue,25,3,3,2,9791,1311,8480,0.704,1649,59,0.513,0.134,0.00018665,0.99981
771099183,Attrited Customer,37,F,2,Graduate,Single,Less than $40K,Blue,24,5,2,3,8444,1945,6499,0.703,2497,74,0.609,0.23,0.00019143,0.99981
770241333,Attrited Customer,49,F,4,Graduate,Divorced,Less than $40K,Blue,43,3,1,4,2228,1003,1225,1.119,2104,44,0.467,0.45,0.00016574,0.99983
710819733,Attrited Customer,56,M,3,Graduate,Married,$120K +,Blue,36,5,1,1,12211,0,12211,0.642,903,29,0.526,0,0.9718,0.0282
772155108,Attrited Customer,62,F,0,High School,Married,Less than $40K,Blue,51,6,3,4,1438.3,0,1438.3,0.702,1445,38,0.31,0,0.00043049,0.99957
798796233,Attrited Customer,37,F,3,High School,Married,$40K - $60K,Blue,31,5,3,3,1586,1038,548,0.973,1724,24,0.714,0.654,0.00030516,0.99969
815472108,Attrited Customer,42,M,3,High School,Single,$40K - $60K,Blue,37,3,3,3,2247,1045,1202,0.952,1300,31,0.55,0.465,0.00030516,0.99969
769145733,Attrited Customer,36,M,3,Graduate,Single,$60K - $80K,Blue,30,3,4,3,2789,1584,1205,0.996,2688,60,0.714,0.568,0.00037935,0.99962
783364233,Attrited Customer,59,M,0,Graduate,Married,$40K - $60K,Blue,53,3,2,3,4241,0,4241,0.607,1798,45,0.731,0,0.00016428,0.99984
772236108,Attrited Customer,40,F,1,Graduate,Married,Unknown,Blue,29,5,1,3,8398,1892,6506,0.861,1489,29,0.526,0.225,8.70E-05,0.99991
715640358,Attrited Customer,43,M,3,High School,Single,$40K - $60K,Blue,36,6,3,3,4112,768,3344,0.413,1334,40,0.429,0.187,0.00030516,0.99969
713529858,Attrited Customer,29,M,2,Graduate,Divorced,$40K - $60K,Silver,22,6,2,3,15578,1383,14195,0.794,2492,71,0.614,0.089,0.00017297,0.99983
715684308,Attrited Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,36,6,2,2,4008,1636,2372,0.637,1395,43,0.955,0.408,0.00011937,0.99988
709451508,Attrited Customer,63,F,1,High School,Married,Unknown,Blue,50,6,1,3,12766,0,12766,0.668,1191,28,0.647,0,8.45E-05,0.99992
709204158,Attrited Customer,36,F,2,Post-Graduate,Single,Less than $40K,Blue,24,5,2,4,3438,1129,2309,0.605,2331,56,0.436,0.328,0.00038424,0.99962
713182458,Attrited Customer,53,M,4,High School,Married,$80K - $120K,Blue,43,3,1,2,16692,2446,14246,0.853,1288,29,0.45,0.147,5.62E-05,0.99994
710624658,Attrited Customer,36,F,2,Uneducated,Married,Less than $40K,Blue,36,4,2,2,4066,1639,2427,1.749,3040,56,0.931,0.403,0.00011703,0.99988
716355783,Attrited Customer,36,M,3,Unknown,Married,$60K - $80K,Blue,30,5,2,3,13080,0,13080,0.685,1999,44,0.571,0,0.00021834,0.99978
716793108,Attrited Customer,26,M,0,College,Single,Less than $40K,Blue,36,4,1,2,1934,1070,864,0.448,2334,61,0.452,0.553,4.60E-05,0.99995
716162583,Attrited Customer,45,F,0,Unknown,Single,Less than $40K,Blue,36,6,2,3,3230,2517,713,0.615,1931,57,0.425,0.779,0.00018057,0.99982
714051033,Attrited Customer,55,F,0,Graduate,Married,Less than $40K,Blue,36,6,2,4,3615,1699,1916,0.576,1967,40,0.538,0.47,0.00028024,0.99972
715007583,Attrited Customer,61,F,0,Unknown,Unknown,Unknown,Blue,36,4,2,2,1801,0,1801,1.234,3193,62,1.48,0,0.00010736,0.99989
719139558,Attrited Customer,26,M,0,Uneducated,Single,Less than $40K,Blue,36,4,3,4,2665,1567,1098,0.586,2514,64,0.455,0.588,0.00045531,0.99954
794632308,Attrited Customer,40,M,4,Graduate,Married,$60K - $80K,Silver,25,5,3,2,28822,2517,26305,0.492,1504,35,0.296,0.087,0.00017045,0.99983
770662383,Attrited Customer,38,M,2,Graduate,Single,$40K - $60K,Blue,24,6,3,2,14632,1158,13474,0.501,1399,36,0.5,0.079,0.00017987,0.99982
714787383,Attrited Customer,32,F,0,College,Married,Unknown,Blue,36,5,3,3,6715,1314,5401,0.987,1731,41,0.519,0.196,0.00025239,0.99975
714700158,Attrited Customer,53,M,2,Unknown,Married,$60K - $80K,Blue,46,3,2,3,6658,1761,4897,0.489,1309,40,0.6,0.264,0.00021042,0.99979
710581758,Attrited Customer,52,F,2,Graduate,Single,$40K - $60K,Blue,44,6,2,3,3360,1219,2141,0.412,1309,30,1,0.363,0.00019143,0.99981
720497958,Attrited Customer,29,M,1,Graduate,Married,$80K - $120K,Blue,14,5,3,2,14853,0,14853,1.025,1800,41,0.519,0,0.00016883,0.99983
720920058,Attrited Customer,38,M,2,Graduate,Married,$60K - $80K,Blue,25,3,3,4,4800,1212,3588,1.254,2935,62,0.879,0.252,0.000516,0.99948
710872233,Attrited Customer,27,M,0,Unknown,Single,$40K - $60K,Blue,17,5,1,2,4610,0,4610,0.794,2280,49,0.4,0,5.20E-05,0.99995
709855608,Attrited Customer,46,F,4,High School,Married,Less than $40K,Blue,36,3,3,4,1438.3,981,457.3,0.663,1114,33,0.65,0.682,0.00052608,0.99947
815484783,Attrited Customer,57,M,0,Uneducated,Single,$60K - $80K,Blue,42,6,4,3,8377,1211,7166,0.813,1797,44,1.2,0.145,0.00032257,0.99968
771602883,Attrited Customer,42,M,3,High School,Single,$80K - $120K,Blue,30,4,5,4,4147,1719,2428,0.875,1776,44,0.571,0.415,0.00058135,0.99942
755953308,Attrited Customer,62,F,0,Post-Graduate,Married,$40K - $60K,Blue,55,6,1,4,2644,2207,437,0.866,1194,30,0.765,0.835,0.00015958,0.99984
758408883,Attrited Customer,37,F,1,Graduate,Unknown,$40K - $60K,Blue,30,5,3,4,13355,1631,11724,1.113,1921,37,0.85,0.122,0.00048435,0.99952
717940008,Attrited Customer,57,F,2,Unknown,Divorced,$40K - $60K,Blue,36,5,2,2,3251,1887,1364,1.007,3228,67,0.763,0.58,0.00012511,0.99987
720917808,Attrited Customer,35,M,2,High School,Single,$40K - $60K,Blue,36,5,3,4,2100,950,1150,0.764,2623,74,1.114,0.452,0.00050163,0.9995
812801958,Attrited Customer,55,F,1,Unknown,Married,Less than $40K,Blue,50,5,3,4,3566,1401,2165,0.903,2425,54,0.8,0.393,0.00053237,0.99947
714997683,Attrited Customer,56,F,4,Graduate,Married,Unknown,Blue,49,5,1,3,14915,1111,13804,0.846,1388,35,0.667,0.074,9.72E-05,0.9999
709379283,Attrited Customer,39,M,2,Graduate,Married,$60K - $80K,Blue,27,3,1,4,13003,0,13003,0.877,1697,40,1.105,0,0.00015804,0.99984
711840408,Attrited Customer,64,M,0,College,Married,Less than $40K,Blue,55,5,3,4,2492,1424,1068,0.485,1375,30,0.364,0.571,0.00043053,0.99957
785328408,Attrited Customer,37,F,4,Graduate,Married,Less than $40K,Blue,31,5,2,3,1758,1180,578,0.744,2013,41,0.367,0.671,0.00020077,0.9998
719873808,Attrited Customer,34,M,1,College,Married,$60K - $80K,Blue,23,3,2,2,5510,1604,3906,0.551,1995,53,0.262,0.291,0.00010387,0.9999
715528983,Attrited Customer,46,M,5,Uneducated,Divorced,$60K - $80K,Blue,36,3,1,2,17196,1646,15550,0.542,1466,41,1.278,0.096,5.85E-05,0.99994
720254883,Attrited Customer,65,F,0,High School,Married,$40K - $60K,Blue,46,6,1,3,5877,1697,4180,1.058,2494,58,0.706,0.289,7.73E-05,0.99992
811980858,Attrited Customer,36,M,0,Graduate,Married,$60K - $80K,Blue,31,5,1,2,7667,0,7667,0.632,1501,35,0.667,0,4.73E-05,0.99995
711330408,Attrited Customer,35,F,2,College,Married,$40K - $60K,Blue,24,4,1,3,2939,1865,1074,0.932,2077,47,0.679,0.635,9.01E-05,0.99991
718465458,Attrited Customer,49,M,1,Unknown,Single,$80K - $120K,Blue,31,6,1,4,5898,1348,4550,0.64,1002,21,1.333,0.229,0.00016305,0.99984
710616183,Attrited Customer,46,F,3,Uneducated,Single,Unknown,Blue,33,5,3,4,19995,0,19995,0.65,1879,34,0.7,0,0.00055052,0.99945
714580158,Attrited Customer,26,M,0,Post-Graduate,Married,$40K - $60K,Blue,36,6,1,4,2773,2080,693,0.695,3567,73,0.622,0.75,0.00015958,0.99984
710798883,Attrited Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,44,4,2,4,3323,2310,1013,0.749,1599,47,0.808,0.695,0.00033886,0.99966
720511608,Attrited Customer,38,F,0,Graduate,Married,Unknown,Blue,28,5,3,3,16049,799,15250,0.777,1989,33,0.571,0.05,0.0002596,0.99974
708913233,Attrited Customer,37,M,1,High School,Married,$40K - $60K,Blue,28,3,4,2,3601,1236,2365,0.726,1802,34,0.478,0.343,0.00019835,0.9998
788038383,Attrited Customer,33,F,3,Graduate,Married,Less than $40K,Blue,25,3,2,2,2307,1385,922,1.515,2440,48,0.846,0.6,0.00011811,0.99988
719905908,Attrited Customer,59,M,1,Uneducated,Married,$60K - $80K,Blue,36,4,3,3,3742,1175,2567,0.514,1505,31,0.824,0.314,0.00029196,0.99971
807044958,Attrited Customer,34,M,3,High School,Married,$40K - $60K,Blue,29,6,3,3,2937,869,2068,1.493,2171,45,0.875,0.296,0.00030516,0.99969
719514783,Attrited Customer,39,F,3,Post-Graduate,Unknown,Unknown,Blue,26,6,1,4,3209,2517,692,0.431,1292,37,0.762,0.784,0.00019296,0.99981
787643658,Attrited Customer,59,M,0,Graduate,Married,$60K - $80K,Blue,53,6,1,4,12554,2169,10385,0.529,1422,30,0.579,0.173,0.00013562,0.99986
779138883,Attrited Customer,50,M,1,Graduate,Married,$60K - $80K,Blue,34,6,3,4,4702,0,4702,0.578,1673,44,0.257,0,0.00048435,0.99952
708173433,Attrited Customer,26,F,1,Unknown,Single,$40K - $60K,Blue,14,4,2,4,5645,2324,3321,0.655,2482,57,0.727,0.412,0.00033692,0.99966
778401033,Attrited Customer,32,M,0,High School,Married,$60K - $80K,Blue,13,3,3,4,14308,1889,12419,1.053,1659,39,1.167,0.132,0.00043049,0.99957
818375733,Attrited Customer,51,F,2,College,Married,$40K - $60K,Blue,46,3,1,3,4882,695,4187,0.508,1544,44,0.517,0.142,0.98902,0.01098
711048783,Attrited Customer,41,M,4,Doctorate,Married,$80K - $120K,Blue,29,3,3,3,33405,0,33405,0.535,1345,34,0.619,0,0.00045905,0.99954
721415658,Attrited Customer,39,F,1,Graduate,Married,$40K - $60K,Blue,27,3,1,2,2700,2220,480,1.595,2901,59,1.36,0.822,5.17E-05,0.99995
717961458,Attrited Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,37,5,1,4,2934,2381,553,0.762,3396,64,0.778,0.812,0.00016249,0.99984
718563483,Attrited Customer,30,M,2,Unknown,Divorced,$120K +,Blue,14,3,2,3,1548,0,1548,0.828,2611,64,0.455,0,0.00021042,0.99979
717128283,Attrited Customer,40,F,3,High School,Unknown,Less than $40K,Blue,36,5,2,2,5525,2409,3116,0.929,2305,33,0.941,0.436,0.00011482,0.99989
718068933,Attrited Customer,36,F,3,Uneducated,Single,Less than $40K,Blue,36,5,2,4,5750,1521,4229,0.837,2155,61,0.605,0.265,0.00034841,0.99965
718623783,Attrited Customer,56,M,2,College,Married,$120K +,Blue,36,6,3,2,27157,1547,25610,0.487,1535,38,0.267,0.057,0.00017488,0.99983
716565258,Attrited Customer,37,M,3,Doctorate,Single,$80K - $120K,Blue,36,5,2,4,12830,0,12830,0.774,2526,54,0.588,0,0.0004903,0.99951
712505658,Attrited Customer,51,F,4,Unknown,Single,Less than $40K,Blue,41,3,1,3,5530,1999,3531,1.018,1766,45,0.667,0.361,0.00010679,0.99989
792565908,Attrited Customer,36,F,2,Uneducated,Single,Less than $40K,Blue,30,6,2,3,2684,1474,1210,1.042,2346,51,1.04,0.549,0.00019683,0.9998
709267308,Attrited Customer,62,M,1,Graduate,Married,$80K - $120K,Blue,49,3,1,2,2437,1400,1037,0.779,1651,32,1,0.574,5.17E-05,0.99995
710035008,Attrited Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,24,3,2,4,3827,1397,2430,0.88,2491,64,1,0.365,0.00028814,0.99971
790082508,Attrited Customer,42,M,4,High School,Single,$120K +,Blue,35,5,2,2,34516,1658,32858,1.095,2935,65,0.711,0.048,0.00011604,0.99988
716866308,Attrited Customer,38,M,2,High School,Married,$60K - $80K,Blue,33,6,3,4,5940,1101,4839,0.942,1872,34,1.125,0.185,0.00050163,0.9995
709707033,Attrited Customer,45,M,3,Graduate,Single,$60K - $80K,Blue,32,2,3,2,13162,0,13162,0.512,1424,38,0.583,0,0.99467,0.00533
718346658,Attrited Customer,50,F,2,Graduate,Married,Less than $40K,Blue,37,3,2,4,1963,1357,606,0.689,1861,51,0.7,0.691,0.00032656,0.99967
824157858,Attrited Customer,58,M,3,Graduate,Married,$80K - $120K,Blue,54,4,3,3,18713,1022,17691,0.682,1524,42,0.615,0.055,0.0003139,0.99969
709735008,Attrited Customer,35,M,2,High School,Married,$80K - $120K,Blue,22,3,1,4,3023,1435,1588,0.62,1920,34,0.619,0.475,0.00015363,0.99985
814593858,Attrited Customer,58,M,3,High School,Single,$120K +,Blue,53,4,1,2,6103,1798,4305,0.705,1468,34,0.619,0.295,5.56E-05,0.99994
718416858,Attrited Customer,42,M,5,Graduate,Married,$60K - $80K,Blue,34,3,3,3,10607,2517,8090,1.197,1903,40,0.538,0.237,0.00031231,0.99969
710307933,Attrited Customer,32,F,0,College,Single,Less than $40K,Blue,24,3,3,4,2917,2517,400,0.833,2471,60,0.875,0.863,0.00043053,0.99957
715870758,Attrited Customer,35,M,4,Graduate,Married,$120K +,Blue,30,4,3,4,34516,1018,33498,1.129,2350,55,0.774,0.029,0.00054115,0.99946
713819283,Attrited Customer,51,M,1,Uneducated,Married,$80K - $120K,Blue,42,6,2,2,25197,2517,22680,0.721,3002,58,0.812,0.1,0.00010985,0.99989
710424408,Attrited Customer,63,M,2,Graduate,Married,Less than $40K,Blue,36,5,2,4,2743,1815,928,0.567,1210,25,1.273,0.662,0.00032656,0.99967
709493283,Attrited Customer,42,M,2,Unknown,Single,$120K +,Blue,32,5,2,4,4111,1233,2878,0.478,1289,36,0.5,0.3,0.00035894,0.99964
712489158,Attrited Customer,36,F,0,Uneducated,Single,Unknown,Blue,18,5,3,2,3667,948,2719,0.641,2781,59,0.844,0.259,0.00015871,0.99984
719013108,Attrited Customer,42,M,3,Graduate,Divorced,$40K - $60K,Blue,33,4,2,4,3178,1800,1378,0.89,4605,86,0.623,0.566,0.00033886,0.99966
721178583,Attrited Customer,37,F,3,Graduate,Unknown,Unknown,Blue,22,2,3,2,5674,0,5674,0.906,1096,29,0.526,0,0.99467,0.00533
717769008,Attrited Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,36,5,3,4,11444,1278,10166,1.31,2493,44,0.913,0.112,0.000516,0.99948
709986633,Attrited Customer,29,M,1,High School,Married,$40K - $60K,Blue,36,3,1,3,1438.3,0,1438.3,0.742,2144,41,0.577,0,8.45E-05,0.99992
721062408,Attrited Customer,54,M,2,Uneducated,Divorced,$40K - $60K,Blue,34,4,3,4,6387,1597,4790,0.689,1294,26,0.529,0.25,0.00053055,0.99947
771349458,Attrited Customer,33,M,2,Graduate,Married,$40K - $60K,Blue,20,4,3,3,5657,1792,3865,0.904,1914,46,0.769,0.317,0.00030251,0.9997
780557658,Attrited Customer,63,F,0,Uneducated,Married,Unknown,Blue,54,5,3,2,11827,0,11827,0.921,1395,37,0.609,0,0.00015871,0.99984
771441558,Attrited Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,37,5,3,3,2608,1589,1019,0.982,2073,47,0.516,0.609,0.00035594,0.99964
756409758,Attrited Customer,44,F,2,Graduate,Married,Less than $40K,Blue,37,4,5,4,3203,2076,1127,0.543,1433,38,1,0.648,0.00057631,0.99942
720009558,Attrited Customer,33,F,2,College,Single,Unknown,Gold,36,3,1,3,34516,1540,32976,1.038,2574,72,0.756,0.045,0.00010376,0.9999
778885158,Attrited Customer,57,M,3,Uneducated,Married,$80K - $120K,Blue,38,5,3,3,2472,2457,15,0.693,1392,33,0.737,0.994,0.00032275,0.99968
715543908,Attrited Customer,52,F,3,Uneducated,Married,Less than $40K,Blue,43,4,3,3,2147,1173,974,0.653,1352,37,0.37,0.546,0.00032275,0.99968
717591483,Attrited Customer,52,F,3,Graduate,Single,Less than $40K,Blue,44,4,1,3,3416,2044,1372,0.994,1924,48,0.92,0.598,9.61E-05,0.9999
715042608,Attrited Customer,39,F,2,Doctorate,Married,Unknown,Blue,36,5,2,4,8058,791,7267,1.787,2742,42,2,0.098,0.00047251,0.99953
755959683,Attrited Customer,50,F,5,Unknown,Unknown,Unknown,Blue,43,5,1,2,3410,2281,1129,0.518,1296,31,0.348,0.669,6.25E-05,0.99994
